 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
80,73186113,9,4,62,11601,20,0,6.888888889,5.30199124,8760,0,2900.25,4128.319301,159.3608339,0.177629327,6098842.75,19100000,66600000,1,72600000,9079743,23300000,66600000,1,569186,189728.6667,310363.2498,547902,190,0,0,0,0,192,92,0.122974149,0.054655178,0,8760,833.5,2402.71381,5773033.654,0,0,0,0,1,0,0,0,0,897.6153846,6.888888889,2900.25,192,0,0,0,0,0,0,9,62,4,11601,256,229,7,20,8005,0,8005,8005,36300000,42800000,66600000,6036831,DDoS
80,708371,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,16422.18555,11.2935171,101195.8571,266470.3895,705492,51,2259,1129.5,1235.315547,2003,256,708320,177080,352275.9166,705492,184,0,0,0,0,72,112,4.235068912,7.058448186,0,10135,1292.555556,3350.634907,11200000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,73182055,9,4,62,11601,20,0,6.888888889,5.30199124,8760,0,2900.25,4128.319301,159.3696706,0.177639177,6098504.583,19100000,66600000,1,72600000,9079247.125,23300000,66600000,1,568117,189372.3333,310623.6238,547866,188,0,0,0,0,192,92,0.122980968,0.054658208,0,8760,833.5,2402.71381,5773033.654,0,0,0,0,1,0,0,0,0,897.6153846,6.888888889,2900.25,192,0,0,0,0,0,0,9,62,4,11601,256,229,7,20,4004,0,4004,4004,36300000,42800000,66600000,6035865,DDoS
80,708371,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,16422.18555,11.2935171,101195.8571,266406.8285,705348,50,2184,1092,1197.838887,1939,245,708321,177080.25,352179.5866,705348,194,0,0,0,0,72,112,4.235068912,7.058448186,0,10135,1292.555556,3350.634907,11200000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,73184429,9,4,62,11601,20,0,6.888888889,5.30199124,8760,0,2900.25,4128.319301,159.3645009,0.177633414,6098702.417,19100000,66600000,1,72600000,9079496.75,23300000,66600000,1,567502,189167.3333,310905.54,548007,376,0,0,0,0,192,92,0.122976979,0.054656435,0,8760,833.5,2402.71381,5773033.654,0,0,0,0,1,0,0,0,0,897.6153846,6.888888889,2900.25,192,0,0,0,0,0,0,9,62,4,11601,256,229,7,20,6003,0,6003,6003,36300000,42800000,66600000,6035856,DDoS
80,708272,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,16424.48099,11.29509567,101181.7143,266443.4637,705417,72,2209,1104.5,1209.859703,1960,249,708180,177045,352249.1495,705417,193,0,0,0,0,72,112,4.235660876,7.059434793,0,10135,1292.555556,3350.634907,11200000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,73198955,9,6,62,11601,20,0,6.888888889,5.30199124,5840,0,1933.5,2189.772933,159.3328757,0.204920958,5228496.786,17700000,66600000,1,72600000,9079376.25,23300000,66600000,1,582005,116401,250106.4455,563587,49,0,0,0,0,192,132,0.122952575,0.081968383,0,5840,729.3125,1589.473738,2526426.763,0,0,0,0,1,0,0,0,0,777.9333333,6.888888889,1933.5,192,0,0,0,0,0,0,9,62,6,11601,256,229,7,20,5001,0,5001,5001,36300000,42800000,66600000,6035859,DDoS
80,708367,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,16422.27828,9.881883261,118061.1667,287839.844,705610,8,2388,1194,1213.395237,2052,336,708261,236087,406619.9896,705610,361,0,0,0,0,72,92,4.235092826,5.646790435,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,708992,3,5,26,11607,20,0,8.666666667,10.26320288,10220,0,2321.4,4455.182578,16407.8015,11.2836252,101284.5714,266482.4741,705608,15,2462,1231,1248.750576,2114,348,708896,177224,352257.2386,705608,188,0,0,0,0,72,112,4.231359451,7.052265752,0,10220,1292.555556,3378.299021,11400000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,558249,3,6,26,11607,20,0,8.666666667,10.26320288,8760,0,1934.5,3414.854477,20838.37141,16.1218381,69781.125,197012.4901,557362,1,541,270.5,378.3021279,538,3,558202,111640.4,249166.0367,557362,1,0,0,0,0,72,132,5.373946035,10.74789207,0,8760,1163.3,2733.082592,7469740.456,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,558999,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,20810.4129,14.31129573,79857,210927.3208,558195,3,566,283,395.9797975,563,3,558986,139746.5,278965.7853,558195,12,0,0,0,0,72,112,5.366735898,8.944559829,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,834319,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,13943.10809,10.78724085,104289.875,294687.87,833605,3,580,290,404.4650788,576,4,834296,166859.2,372722.3231,833605,3,0,0,0,0,72,132,3.595746951,7.191493901,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,72869315,8,4,56,11601,20,0,7,5.656854249,8760,0,2900.25,4128.319301,159.971313,0.16467837,6624483.182,20000000,66600000,49,72300000,10300000,24900000,66600000,225,578445,192815,322522.7012,565155,81,0,0,0,0,172,92,0.10978558,0.05489279,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,784,0,784,784,36100000,43100000,66600000,5703902,DDoS
80,431135,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,26982.26774,20.87513192,53891.875,152110.5355,430346,2,639,319.5,376.8879144,586,53,431084,86216.8,192374.2494,430346,2,0,0,0,0,72,132,6.958377306,13.91675461,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,72866476,8,3,56,11601,20,0,7,5.656854249,11595,0,3867,6692.644993,159.9775458,0.150961054,7286647.6,20900000,66600000,47,72300000,10300000,24900000,66600000,251,577722,288861,391073.8906,565392,12330,0,0,0,0,172,72,0.109789857,0.041171196,0,11595,971.9166667,3345.407285,11200000,0,0,0,0,1,0,0,0,0,1060.272727,7,3867,172,0,0,0,0,0,0,8,56,3,11601,256,229,6,20,833,0,833,833,36100000,43000000,66600000,5704814,DDoS
80,338992,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,34298.74451,26.5492991,42374,104018.0807,297350,46,41271,20635.5,28969.45772,41120,151,338929,67785.8,129563.9536,297350,46,0,0,0,0,72,132,8.849766366,17.69953273,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,72864993,8,4,56,11601,20,0,7,5.656854249,10135,0,2900.25,4871.82583,159.9808018,0.164688138,6624090.273,20000000,66600000,49,72300000,10300000,24900000,66600000,252,572498,190832.6667,324886.9935,565963,188,0,0,0,0,172,92,0.109792092,0.054896046,0,10135,897.1538462,2804.564846,7865583.974,0,0,0,0,1,0,0,0,0,971.9166667,7,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,1070,0,1070,1070,36100000,43000000,66600000,5710378,DDoS
80,340583,3,5,26,11601,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,34138.5213,23.48913481,48654.71429,111394.8844,298901,80,41250,20625,29055.01764,41170,80,340425,85106.25,143843.5784,298901,89,0,0,0,0,72,112,8.808425553,14.68070925,0,4380,1291.888889,1980.710254,3923213.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,72863378,8,6,56,11601,20,0,7,5.656854249,5840,0,1933.5,2201.078258,159.9843477,0.192140419,5604875.231,18400000,66600000,48,72300000,10300000,24900000,66600000,247,571736,114347.2,252459.2703,565942,48,0,0,0,0,172,132,0.109794525,0.082345894,0,5840,777.5333333,1638.521584,2684752.981,0,0,0,0,1,0,0,0,0,833.0714286,7,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,1285,0,1285,1285,36100000,43000000,66600000,5708320,DDoS
80,72867416,8,5,56,11601,20,0,7,5.656854249,7300,0,2320.2,3022.508098,159.975482,0.178406217,6072284.667,19100000,66600000,45,72300000,10300000,24900000,66600000,248,555506,138876.5,270697.6755,544864,190,0,0,0,0,172,112,0.109788441,0.068617776,0,7300,833.0714286,2033.250541,4134107.764,0,0,0,0,1,0,0,0,0,897.1538462,7,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,1899,0,1899,1899,36200000,43100000,66600000,5695860,DDoS
80,368001,3,4,26,11601,20,0,8.666666667,10.26320288,7215,0,2900.25,3540.00286,31595.02284,19.02168744,61333.5,136934.8205,340019,17,27810,13905,18179.71534,26760,1050,367933,122644.3333,188757.2634,340019,155,0,0,0,0,72,92,8.15215176,10.86953568,0,7215,1453.375,2786.259804,7763243.696,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,72824554,8,5,56,11601,20,0,7,5.656854249,7300,0,2320.2,3022.508098,160.0696381,0.17851122,6068712.833,19100000,66600000,33,72300000,10300000,24900000,66600000,204,554238,138559.5,270543.848,544328,197,0,0,0,0,172,112,0.109853059,0.068658162,0,7300,833.0714286,2033.250541,4134107.764,0,0,0,0,1,0,0,0,0,897.1538462,7,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,886,0,886,886,36100000,43100000,66600000,5654322,DDoS
80,385854,3,5,26,11601,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,30133.15917,20.7332307,55122,133765.5547,357630,52,27824,13912,18591.25149,27058,766,385787,96446.75,174608.8162,357630,159,0,0,0,0,72,112,7.774961514,12.95826919,0,4380,1291.888889,1980.710254,3923213.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,72806221,8,5,56,11601,20,0,7,5.656854249,5840,0,2320.2,2436.833027,160.1099445,0.17855617,6067185.083,19100000,66600000,4,72300000,10300000,24900000,66600000,4,552122,138030.5,270937.6566,544408,184,0,0,0,0,172,112,0.10988072,0.06867545,0,5840,833.0714286,1774.906302,3150292.379,0,0,0,0,1,0,0,0,0,897.1538462,7,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,2012,0,2012,2012,36100000,43100000,66600000,5634856,DDoS
80,385924,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,30127.69354,23.32065381,48240.5,125385.0518,357679,47,27884,13942,18628.02104,27114,770,385868,77173.6,157268.7511,357679,47,0,0,0,0,72,132,7.773551269,15.54710254,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,72805183,8,4,56,11601,20,0,7,5.656854249,8760,0,2900.25,4128.319301,160.1122272,0.16482343,6618653,20000000,66600000,1,72300000,10300000,24900000,66600000,1,551354,183784.6667,312232.2384,544306,832,0,0,0,0,172,92,0.109882287,0.054941143,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,870,0,870,870,36100000,43100000,66600000,5634842,DDoS
80,384960,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,30203.13799,23.37905237,48120,125360.5373,357579,23,26859,13429.5,17572.31062,25855,1004,384937,76987.4,157282.9205,357579,64,0,0,0,0,72,132,7.793017456,15.58603491,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,72806523,8,6,56,11607,20,0,7,5.656854249,5840,0,1934.5,2538.919278,160.1916905,0.192290463,5600501.769,18400000,66600000,2,72300000,10300000,24900000,66600000,2,542908,108581.6,242171.6333,541791,47,0,0,0,0,172,132,0.109880264,0.082410198,0,5840,777.9333333,1804.898987,3257660.352,0,0,0,0,1,0,0,0,0,833.5,7,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,3027,0,3027,3027,36100000,43100000,66600000,5632866,DDoS
80,385390,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,30169.43875,23.35296712,48173.75,125440.9545,357829,16,27022,13511,17592.81672,25951,1071,385339,77067.8,157382.3053,357829,16,0,0,0,0,72,132,7.784322375,15.56864475,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,72803682,7,6,50,11607,20,0,7.142857143,6.094494002,4380,0,1934.5,2177.344966,160.1155282,0.178562397,6066973.5,19100000,66600000,1,72300000,12000000,26800000,66600000,1,542214,108442.8,241948.9776,541254,3,0,0,0,0,152,132,0.096148983,0.082413414,0,4380,833.0714286,1674.294362,2803261.61,0,0,0,0,1,0,0,0,0,897.1538462,7.142857143,1934.5,152,0,0,0,0,0,0,7,50,6,11607,256,229,5,20,1989,0,1989,1989,36100000,43100000,66600000,5630899,DDoS
80,385381,3,4,26,11601,20,0,8.666666667,10.26320288,10220,0,2900.25,4922.508194,30170.14331,18.16384305,64230.16667,144331.1467,358087,47,27017,13508.5,17934.34929,26190,827,385334,128444.6667,199329.4098,358087,188,0,0,0,0,72,92,7.784504166,10.37933889,0,10220,1453.375,3574.535052,12800000,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,72802714,8,5,56,11607,20,0,7,5.656854249,5840,0,2321.4,3173.373883,160.2000717,0.178564772,6066892.833,19100000,66600000,1,72300000,10300000,24900000,66600000,1,542164,135541,270477.496,541257,7,0,0,0,0,172,112,0.109886013,0.068678758,0,5840,833.5,2103.115592,4423095.192,0,0,0,0,1,0,0,0,0,897.6153846,7,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,3,0,3,3,36100000,43100000,66600000,5631913,DDoS
80,387208,3,7,26,11601,20,0,8.666666667,10.26320288,2920,0,1657.285714,1299.172136,30027.78868,25.82591269,43023.11111,118950.876,359396,12,27074,13537,18028.39449,26285,789,387135,64522.5,144859.3561,359396,12,0,0,0,0,72,152,7.747773806,18.07813888,0,2920,1057,1306.290856,1706395.8,0,0,0,1,0,0,0,0,2,1162.7,8.666666667,1657.285714,72,0,0,0,0,0,0,3,26,7,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,72800904,8,4,56,11607,20,0,7,5.656854249,11595,0,2901.75,5795.50069,160.2040546,0.164833118,6618264,20000000,66600000,3,72300000,10300000,24900000,66600000,3,540315,180105,311170.8351,539414,185,0,0,0,0,172,92,0.109888745,0.054944373,0,11595,897.6153846,3214.167532,10300000,0,0,0,0,1,0,0,0,0,972.4166667,7,2901.75,172,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,5009,0,5009,5009,36100000,43100000,66600000,5624875,DDoS
80,387306,3,5,26,11601,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,30020.19075,20.65550237,55329.42857,134484.2463,359492,54,27124,13562,18595.49413,26711,413,387252,96813,175576.6856,359492,156,0,0,0,0,72,112,7.745813388,12.90968898,0,4380,1291.888889,1980.710254,3923213.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,72855781,8,6,56,11607,20,0,7,5.656854249,5840,0,1934.5,2538.919278,160.0833845,0.192160455,5604290.846,18600000,67200000,1,72800000,10400000,25100000,67200000,1,63007,12601.4,26785.98892,60489,46,0,0,0,0,172,132,0.109805974,0.082354481,0,5840,777.9333333,1804.898987,3257660.352,0,0,0,0,1,0,0,0,0,833.5,7,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,3986,0,3986,3986,36400000,43500000,67200000,5624874,DDoS
80,387235,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,30025.69499,18.07687838,64539.16667,144969.9265,359669,53,27325,13662.5,18536.80427,26770,555,387131,129043.6667,200186.0288,359669,188,0,0,0,0,72,92,7.747233592,10.32964479,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,72877811,8,5,56,11601,20,0,7,5.656854249,5840,0,2320.2,2634.749552,159.9526638,0.178380769,6073150.917,19300000,67200000,1,72800000,10400000,25100000,67200000,1,85801,21450.25,40801.03309,82614,47,0,0,0,0,172,112,0.109772781,0.068607988,0,5840,833.0714286,1859.875946,3459138.533,0,0,0,0,1,0,0,0,0,897.1538462,7,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,1005,0,1005,1005,36400000,43500000,67200000,5624846,DDoS
80,387425,3,7,26,11601,20,0,8.666666667,10.26320288,2920,0,1657.285714,1314.996162,30010.96987,25.81144738,43047.22222,118929.2417,359345,66,27117,13558.5,18495.79208,26637,480,387275,64545.83333,144821.5985,359345,66,0,0,0,0,72,152,7.743434213,18.06801316,0,2920,1057,1315.75674,1731215.8,0,0,0,1,0,0,0,0,2,1162.7,8.666666667,1657.285714,72,0,0,0,0,0,0,3,26,7,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,72881191,8,4,56,11601,20,0,7,5.656854249,8760,0,2900.25,4128.319301,159.9452457,0.164651535,6625562.818,20100000,67200000,1,72800000,10400000,25100000,67200000,1,85077,28359,43888.29584,78927,187,0,0,0,0,172,92,0.10976769,0.054883845,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,4997,0,4997,4997,36400000,43500000,67200000,5623903,DDoS
80,387300,3,5,26,11601,20,0,8.666666667,10.26320288,8760,0,2320.2,3668.897,30020.65582,20.65582236,55328.57143,134529.8383,359602,94,27169,13584.5,18461.85095,26639,530,387202,96800.5,175660.9291,359602,179,0,0,0,0,72,112,7.745933385,12.90988897,0,8760,1291.888889,2866.607422,8217438.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,72879845,8,6,56,11601,20,0,7,5.656854249,4380,0,1933.5,1757.789948,159.9481997,0.192097006,5606141.923,18600000,67200000,0,72800000,10400000,25100000,67200000,0,75835,15167,20734.51341,41186,19,0,0,0,0,172,132,0.109769718,0.082327288,0,4380,777.5333333,1434.571657,2057995.838,0,0,0,0,1,0,0,0,0,833.0714286,7,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,2991,0,2991,2991,36400000,43500000,67200000,5623869,DDoS
80,387118,3,4,26,11601,20,0,8.666666667,10.26320288,10135,0,2900.25,4871.82583,30034.76976,18.08234182,64519.66667,144916.1979,359539,13,27367,13683.5,18517.00528,26777,590,387016,129005.3333,200106.5882,359539,199,0,0,0,0,72,92,7.749575065,10.33276675,0,10135,1453.375,3544.652026,12600000,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,72879388,8,4,56,11601,20,0,7,5.656854249,8760,0,2900.25,4128.319301,159.9492026,0.164655609,6625398.909,20200000,67200000,1,72800000,10400000,25100000,67200000,1,75393,25131,22023.33783,41878,184,0,0,0,0,172,92,0.109770406,0.054885203,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,1002,0,1002,1002,36400000,43500000,67200000,5624862,DDoS
80,372553,3,4,26,11601,20,0,8.666666667,10.26320288,10220,0,2900.25,4922.508194,31208.98235,18.78927294,62092.16667,145940.6599,359841,24,12528,6264,7953.537075,11888,640,372498,124166,204193.7306,359841,160,0,0,0,0,72,92,8.052545544,10.73672739,0,10220,1453.375,3574.535052,12800000,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,72875979,8,6,56,11601,20,0,7,5.656854249,7300,0,1933.5,2720.783986,159.9566848,0.192107196,5605844.538,18600000,67200000,1,72800000,10400000,25100000,67200000,1,73981,14796.2,20291.88059,41227,102,0,0,0,0,172,132,0.109775541,0.082331656,0,7300,777.5333333,1896.917457,3598295.838,0,0,0,0,1,0,0,0,0,833.0714286,7,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,5,0,5,5,36400000,43500000,67200000,5624884,DDoS
80,1203109,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,9669.1156,7.480618963,150388.625,425100.2529,1202458,3,536,268,374.766594,533,3,1203060,240612,537688.3058,1202458,3,0,0,0,0,72,132,2.493539654,4.987079309,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,72016805,8,4,56,11601,20,0,7,5.656854249,8675,0,2900.25,4088.041942,161.864998,0.166627775,6546982.273,20200000,67200000,3,72000000,10300000,25100000,67200000,3,72812,24270.66667,21456.21617,41329,181,0,0,0,0,172,92,0.111085184,0.055542592,0,8675,897.1538462,2471.828063,6109933.974,0,0,0,0,1,0,0,0,0,971.9166667,7,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,4770910,0,4770910,4770910,67200000,0,67200000,67200000,DDoS
80,1203238,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,9668.078967,7.479816961,150404.75,425136.9679,1202565,10,526,263,332.3401872,498,28,1203199,240639.8,537732.5848,1202565,10,0,0,0,0,72,132,2.49327232,4.98654464,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,72017502,8,5,56,11601,20,0,7,5.656854249,5840,0,2320.2,2436.833027,161.8634315,0.180511676,6001458.5,19300000,67200000,3,72000000,10300000,25100000,67200000,3,73529,18382.25,21160.74851,42063,196,0,0,0,0,172,112,0.111084108,0.069427568,0,5840,833.0714286,1774.906302,3150292.379,0,0,0,0,1,0,0,0,0,897.1538462,7,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,4769903,0,4769903,4769903,67200000,0,67200000,67200000,DDoS
80,908162,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,12809.38863,8.809001037,129737.4286,342905.5281,907374,4,545,272.5,314.6625176,495,50,908111,227027.75,453564.2305,907374,4,0,0,0,0,72,112,3.303375389,5.505625648,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,72014382,9,5,62,11601,20,0,6.888888889,5.30199124,7300,0,2320.2,3022.508098,161.9537608,0.194405612,5539567.846,18600000,67200000,3,72000000,8996410.75,23600000,67200000,3,73361,18340.25,21221.68073,42106,195,0,0,0,0,192,112,0.124975036,0.069430576,0,7300,777.9333333,1970.892563,3884417.495,0,0,0,0,1,0,0,0,0,833.5,6.888888889,2320.2,192,0,0,0,0,0,0,9,62,5,11601,256,229,7,20,4760897,0,4760897,4760897,67200000,0,67200000,67200000,DDoS
80,908190,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,12808.99371,8.808729451,129741.4286,342933.7602,907442,3,533,266.5,372.6452737,530,3,908150,227037.5,453603.0604,907442,3,0,0,0,0,72,112,3.303273544,5.505455907,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
